SKU,Nama Barang,BERAT (GR),BERAT (KG),Barcode Number,UPC / Barcode Product,MANUAL DATA VALIDATION,SKU GPU,KATEGORI,raw_name,clean_name,aug_variants,augmented_text,aug_variants_str
101409,  Ayam Karkas 0.6 - 0.7 kg,700,0.7,1014090070,1014090070.0,1014090070 -   Ayam Karkas 0.6 - 0.7 kg,101409, Ayam / Bebek,  Ayam Karkas 0.6 - 0.7 kg,s,"['s masakan nusantara', 's menu rumahan', 's masakan nusantara untuk masakan indonesia', 's untuk masakan indonesia', 's ideal untuk steak', 's']",s masakan nusantara . s menu rumahan . s masakan nusantara untuk masakan indonesia . s untuk masakan indonesia . s ideal untuk steak . s,s masakan nusantara|s menu rumahan|s masakan nusantara untuk masakan indonesia|s untuk masakan indonesia|s ideal untuk steak|s
100831,  Ayam Karkas 0.8 - 0.9 kg,1000,1.0,1008310100,1008310090.0,1008310100 -   Ayam Karkas 0.8 - 0.9 kg,100831, Ayam / Bebek,  Ayam Karkas 0.8 - 0.9 kg,s,"['s ideal untuk steak untuk masakan indonesia', 's cocok untuk panggang', 's cocok untuk grill untuk masakan indonesia', 's untuk masakan indonesia', 's ideal untuk steak', 's']",s ideal untuk steak untuk masakan indonesia . s cocok untuk panggang . s cocok untuk grill untuk masakan indonesia . s untuk masakan indonesia . s ideal untuk steak . s,s ideal untuk steak untuk masakan indonesia|s cocok untuk panggang|s cocok untuk grill untuk masakan indonesia|s untuk masakan indonesia|s ideal untuk steak|s
100830,  Ayam Karkas 1 kg,1000,1.0,1008300100,1008300100.0,1008300100 -   Ayam Karkas 1 kg,100830, Ayam / Bebek,  Ayam Karkas 1 kg,s,"['s ideal untuk steak untuk masakan indonesia', 's cocok untuk panggang', 's cocok untuk grill untuk masakan indonesia', 's untuk masakan indonesia', 's cocok untuk panggang untuk masakan indonesia', 's']",s ideal untuk steak untuk masakan indonesia . s cocok untuk panggang . s cocok untuk grill untuk masakan indonesia . s untuk masakan indonesia . s cocok untuk panggang untuk masakan indonesia . s,s ideal untuk steak untuk masakan indonesia|s cocok untuk panggang|s cocok untuk grill untuk masakan indonesia|s untuk masakan indonesia|s cocok untuk panggang untuk masakan indonesia|s
101475,  Ayam Karkas 1.3 - 1.4 Kg,1400,1.4,1014750140,1014750140.0,1014750140 -   Ayam Karkas 1.3 - 1.4 Kg,101475, Ayam / Bebek,  Ayam Karkas 1.3 - 1.4 Kg,s,"['s cocok untuk panggang', 's masakan nusantara', 's menu rumahan', 's cocok untuk tumis untuk masakan indonesia', 's cocok untuk grill', 's']",s cocok untuk panggang . s masakan nusantara . s menu rumahan . s cocok untuk tumis untuk masakan indonesia . s cocok untuk grill . s,s cocok untuk panggang|s masakan nusantara|s menu rumahan|s cocok untuk tumis untuk masakan indonesia|s cocok untuk grill|s
101195,  Ayam Karkas 1.0 - 1.1 kg,1100,1.1,1011950110,1011950110.0,1011950110 -   Ayam Karkas 1.0 - 1.1 kg,101195, Ayam / Bebek,  Ayam Karkas 1.0 - 1.1 kg,s,"['s ideal untuk steak untuk masakan indonesia', 's masakan nusantara', 's cocok untuk tumis', 's untuk masakan indonesia', 's cocok untuk grill', 's']",s ideal untuk steak untuk masakan indonesia . s masakan nusantara . s cocok untuk tumis . s untuk masakan indonesia . s cocok untuk grill . s,s ideal untuk steak untuk masakan indonesia|s masakan nusantara|s cocok untuk tumis|s untuk masakan indonesia|s cocok untuk grill|s
100595, Bawang Bombay 1000 gr,1000,1.0,1005950100,1005950100.0,1005950100 -  Bawang Bombay 1000 gr,100595,Sayur, Bawang Bombay 1000 gr,w,"['w cocok untuk grill', 'w menu rumahan untuk masakan indonesia', 'w ideal untuk steak', 'w', 'w untuk masakan indonesia', 'w masakan nusantara']",w cocok untuk grill . w menu rumahan untuk masakan indonesia . w ideal untuk steak . w . w untuk masakan indonesia . w masakan nusantara,w cocok untuk grill|w menu rumahan untuk masakan indonesia|w ideal untuk steak|w|w untuk masakan indonesia|w masakan nusantara
101068, Bebek Hibrida Utuh 0.9 kg,1000,1.0,1010680100,1010680100.0,1010680100 -  Bebek Hibrida Utuh 0.9 kg,101068, Ayam / Bebek, Bebek Hibrida Utuh 0.9 kg,u u,"['u u masakan nusantara untuk masakan indonesia', 'u u menu rumahan untuk masakan indonesia', 'u u untuk masakan indonesia', 'u u cocok untuk grill', 'u u', 'u u cocok untuk tumis']",u u masakan nusantara untuk masakan indonesia . u u menu rumahan untuk masakan indonesia . u u untuk masakan indonesia . u u cocok untuk grill . u u . u u cocok untuk tumis,u u masakan nusantara untuk masakan indonesia|u u menu rumahan untuk masakan indonesia|u u untuk masakan indonesia|u u cocok untuk grill|u u|u u cocok untuk tumis
101069, Bebek Hibrida Utuh 1.3 kg,1000,1.0,1010690100,1010690100.0,1010690100 -  Bebek Hibrida Utuh 1.3 kg,101069, Ayam / Bebek, Bebek Hibrida Utuh 1.3 kg,u u,"['u u masakan nusantara', 'u u menu rumahan untuk masakan indonesia', 'u u untuk masakan indonesia', 'u u cocok untuk grill', 'u u', 'u u cocok untuk panggang']",u u masakan nusantara . u u menu rumahan untuk masakan indonesia . u u untuk masakan indonesia . u u cocok untuk grill . u u . u u cocok untuk panggang,u u masakan nusantara|u u menu rumahan untuk masakan indonesia|u u untuk masakan indonesia|u u cocok untuk grill|u u|u u cocok untuk panggang
101208, Bebek Peking Utuh 0.9 - 1.0 kg,1000,1.0,1012080100,1012080100.0,1012080100 -  Bebek Peking Utuh 0.9 - 1.0 kg,101208, Ayam / Bebek, Bebek Peking Utuh 0.9 - 1.0 kg,u u,"['u u ideal untuk steak', 'u u menu rumahan', 'u u cocok untuk panggang untuk masakan indonesia', 'u u untuk masakan indonesia', 'u u cocok untuk grill', 'u u']",u u ideal untuk steak . u u menu rumahan . u u cocok untuk panggang untuk masakan indonesia . u u untuk masakan indonesia . u u cocok untuk grill . u u,u u ideal untuk steak|u u menu rumahan|u u cocok untuk panggang untuk masakan indonesia|u u untuk masakan indonesia|u u cocok untuk grill|u u
101128, Beef Patty 300gr,1000,1.0,1011280030,1011280030.0,1011280030 -  Beef Patty 300gr,101128,Produk Olahan Beku, Beef Patty 300gr,,[''],,
101251, Beef Strips Stir Fry / Daging Oseng 300 gr,300,0.3,1012510030,1012510030.0,1012510030 -  Beef Strips Stir Fry / Daging Oseng 300 gr,101251,Daging Potong, Beef Strips Stir Fry / Daging Oseng 300 gr,s s s s,"['s s s s masakan nusantara untuk masakan indonesia', 's s s s', 's s s s ideal untuk steak', 's s s s menu rumahan', 's s s s untuk masakan indonesia', 's s s s masakan nusantara']",s s s s masakan nusantara untuk masakan indonesia . s s s s . s s s s ideal untuk steak . s s s s menu rumahan . s s s s untuk masakan indonesia . s s s s masakan nusantara,s s s s masakan nusantara untuk masakan indonesia|s s s s|s s s s ideal untuk steak|s s s s menu rumahan|s s s s untuk masakan indonesia|s s s s masakan nusantara
100844, Boneless Dada  Ayam 1000 gr,1000,1.0,1008440100,1008440100.0,1008440100 -  Boneless Dada  Ayam 1000 gr,100844, Ayam / Bebek, Boneless Dada  Ayam 1000 gr,ss,"['ss menu rumahan', 'ss ideal untuk steak untuk masakan indonesia', 'ss cocok untuk tumis', 'ss cocok untuk panggang untuk masakan indonesia', 'ss cocok untuk tumis untuk masakan indonesia', 'ss']",ss menu rumahan . ss ideal untuk steak untuk masakan indonesia . ss cocok untuk tumis . ss cocok untuk panggang untuk masakan indonesia . ss cocok untuk tumis untuk masakan indonesia . ss,ss menu rumahan|ss ideal untuk steak untuk masakan indonesia|ss cocok untuk tumis|ss cocok untuk panggang untuk masakan indonesia|ss cocok untuk tumis untuk masakan indonesia|ss
100671, Boneless Dada  Ayam 2000 gr,2000,2.0,1006710200,1006710200.0,1006710200 -  Boneless Dada  Ayam 2000 gr,100671, Ayam / Bebek, Boneless Dada  Ayam 2000 gr,ss,"['ss masakan nusantara', 'ss untuk masakan indonesia', 'ss menu rumahan', 'ss cocok untuk panggang', 'ss', 'ss ideal untuk steak']",ss masakan nusantara . ss untuk masakan indonesia . ss menu rumahan . ss cocok untuk panggang . ss . ss ideal untuk steak,ss masakan nusantara|ss untuk masakan indonesia|ss menu rumahan|ss cocok untuk panggang|ss|ss ideal untuk steak
100672, Boneless Dada  Ayam 2200 gr,2200,2.2,1006720220,1006720220.0,1006720220 -  Boneless Dada  Ayam 2200 gr,100672, Ayam / Bebek, Boneless Dada  Ayam 2200 gr,ss,"['ss masakan nusantara', 'ss', 'ss cocok untuk panggang untuk masakan indonesia', 'ss cocok untuk tumis untuk masakan indonesia', 'ss cocok untuk grill', 'ss ideal untuk steak']",ss masakan nusantara . ss . ss cocok untuk panggang untuk masakan indonesia . ss cocok untuk tumis untuk masakan indonesia . ss cocok untuk grill . ss ideal untuk steak,ss masakan nusantara|ss|ss cocok untuk panggang untuk masakan indonesia|ss cocok untuk tumis untuk masakan indonesia|ss cocok untuk grill|ss ideal untuk steak
100748, Boneless Dada  Ayam 2500 gr,2500,2.5,1007480250,1007480250.0,1007480250 -  Boneless Dada  Ayam 2500 gr,100748, Ayam / Bebek, Boneless Dada  Ayam 2500 gr,ss,"['ss untuk masakan indonesia', 'ss masakan nusantara untuk masakan indonesia', 'ss cocok untuk panggang untuk masakan indonesia', 'ss cocok untuk tumis untuk masakan indonesia', 'ss', 'ss ideal untuk steak']",ss untuk masakan indonesia . ss masakan nusantara untuk masakan indonesia . ss cocok untuk panggang untuk masakan indonesia . ss cocok untuk tumis untuk masakan indonesia . ss . ss ideal untuk steak,ss untuk masakan indonesia|ss masakan nusantara untuk masakan indonesia|ss cocok untuk panggang untuk masakan indonesia|ss cocok untuk tumis untuk masakan indonesia|ss|ss ideal untuk steak
100737, Boneless Paha  Ayam 1000 gr,1000,1.0,1007370100,1007370100.0,1007370100 -  Boneless Paha  Ayam 1000 gr,100737, Ayam / Bebek, Boneless Paha  Ayam 1000 gr,ss,"['ss masakan nusantara', 'ss untuk masakan indonesia', 'ss cocok untuk tumis', 'ss masakan nusantara untuk masakan indonesia', 'ss cocok untuk tumis untuk masakan indonesia', 'ss']",ss masakan nusantara . ss untuk masakan indonesia . ss cocok untuk tumis . ss masakan nusantara untuk masakan indonesia . ss cocok untuk tumis untuk masakan indonesia . ss,ss masakan nusantara|ss untuk masakan indonesia|ss cocok untuk tumis|ss masakan nusantara untuk masakan indonesia|ss cocok untuk tumis untuk masakan indonesia|ss
100673, Boneless Paha  Ayam 2000 gr,2000,2.0,1006730200,1006730200.0,1006730200 -  Boneless Paha  Ayam 2000 gr,100673, Ayam / Bebek, Boneless Paha  Ayam 2000 gr,ss,"['ss untuk masakan indonesia', 'ss masakan nusantara', 'ss menu rumahan', 'ss cocok untuk tumis', 'ss cocok untuk tumis untuk masakan indonesia', 'ss']",ss untuk masakan indonesia . ss masakan nusantara . ss menu rumahan . ss cocok untuk tumis . ss cocok untuk tumis untuk masakan indonesia . ss,ss untuk masakan indonesia|ss masakan nusantara|ss menu rumahan|ss cocok untuk tumis|ss cocok untuk tumis untuk masakan indonesia|ss
100674, Boneless Paha  Ayam 2200 gr,2200,2.2,1006740220,1006740220.0,1006740220 -  Boneless Paha  Ayam 2200 gr,100674, Ayam / Bebek, Boneless Paha  Ayam 2200 gr,ss,"['ss menu rumahan', 'ss cocok untuk grill', 'ss cocok untuk tumis', 'ss cocok untuk tumis untuk masakan indonesia', 'ss cocok untuk grill untuk masakan indonesia', 'ss']",ss menu rumahan . ss cocok untuk grill . ss cocok untuk tumis . ss cocok untuk tumis untuk masakan indonesia . ss cocok untuk grill untuk masakan indonesia . ss,ss menu rumahan|ss cocok untuk grill|ss cocok untuk tumis|ss cocok untuk tumis untuk masakan indonesia|ss cocok untuk grill untuk masakan indonesia|ss
100712, Boneless Paha  Ayam 2500 gr,2500,2.5,1007120250,1007120250.0,1007120250 -  Boneless Paha  Ayam 2500 gr,100712, Ayam / Bebek, Boneless Paha  Ayam 2500 gr,ss,"['ss untuk masakan indonesia', 'ss menu rumahan', 'ss cocok untuk panggang', 'ss ideal untuk steak untuk masakan indonesia', 'ss', 'ss ideal untuk steak']",ss untuk masakan indonesia . ss menu rumahan . ss cocok untuk panggang . ss ideal untuk steak untuk masakan indonesia . ss . ss ideal untuk steak,ss untuk masakan indonesia|ss menu rumahan|ss cocok untuk panggang|ss ideal untuk steak untuk masakan indonesia|ss|ss ideal untuk steak
100929, Brisket Bone 1 kg,1000,1.0,1009290100,1009290100.0,1009290100 -  Brisket Bone 1 kg,100929,Daging Iga / Tulang, Brisket Bone 1 kg,s,"['s menu rumahan untuk masakan indonesia', 's ideal untuk steak untuk masakan indonesia', 's cocok untuk tumis', 's untuk masakan indonesia', 's cocok untuk panggang untuk masakan indonesia', 's']",s menu rumahan untuk masakan indonesia . s ideal untuk steak untuk masakan indonesia . s cocok untuk tumis . s untuk masakan indonesia . s cocok untuk panggang untuk masakan indonesia . s,s menu rumahan untuk masakan indonesia|s ideal untuk steak untuk masakan indonesia|s cocok untuk tumis|s untuk masakan indonesia|s cocok untuk panggang untuk masakan indonesia|s
100944, Brisket Bone 500 gr,500,0.5,1009440050,1009440050.0,1009440050 -  Brisket Bone 500 gr,100944,Daging Iga / Tulang, Brisket Bone 500 gr,s,"['s masakan nusantara', 's cocok untuk grill untuk masakan indonesia', 's masakan nusantara untuk masakan indonesia', 's untuk masakan indonesia', 's cocok untuk grill', 's']",s masakan nusantara . s cocok untuk grill untuk masakan indonesia . s masakan nusantara untuk masakan indonesia . s untuk masakan indonesia . s cocok untuk grill . s,s masakan nusantara|s cocok untuk grill untuk masakan indonesia|s masakan nusantara untuk masakan indonesia|s untuk masakan indonesia|s cocok untuk grill|s
101098, Broccoli Floret 500 gr,500,0.5,1010980050,1010980050.0,1010980050 -  Broccoli Floret 500 gr,101098,Sayur, Broccoli Floret 500 gr,,[''],,
101416, Chuck Short Rib Galbi 250 gr,250,0.25,1014160025,1014160025.0,1014160025 -  Chuck Short Rib Galbi 250 gr,101416,Daging Premium, Chuck Short Rib Galbi 250 gr,u s,"['u s cocok untuk grill untuk masakan indonesia', 'u s cocok untuk tumis', 'u s cocok untuk panggang untuk masakan indonesia', 'u s untuk masakan indonesia', 'u s', 'u s ideal untuk steak']",u s cocok untuk grill untuk masakan indonesia . u s cocok untuk tumis . u s cocok untuk panggang untuk masakan indonesia . u s untuk masakan indonesia . u s . u s ideal untuk steak,u s cocok untuk grill untuk masakan indonesia|u s cocok untuk tumis|u s cocok untuk panggang untuk masakan indonesia|u s untuk masakan indonesia|u s|u s ideal untuk steak
101217, Chuck Short Rib Galbi 500 gr,500,0.5,1012170050,1012170050.0,1012170050 -  Chuck Short Rib Galbi 500 gr,101217,Daging Premium, Chuck Short Rib Galbi 500 gr,u s,"['u s masakan nusantara', 'u s cocok untuk grill', 'u s menu rumahan untuk masakan indonesia', 'u s', 'u s ideal untuk steak', 'u s cocok untuk panggang']",u s masakan nusantara . u s cocok untuk grill . u s menu rumahan untuk masakan indonesia . u s . u s ideal untuk steak . u s cocok untuk panggang,u s masakan nusantara|u s cocok untuk grill|u s menu rumahan untuk masakan indonesia|u s|u s ideal untuk steak|u s cocok untuk panggang
101258, Cumi Flower 1 kg,1000,1.0,1012580100,1012580100.0,1012580100 -  Cumi Flower 1 kg,101258,Seafood, Cumi Flower 1 kg,u w,"['u w', 'u w ideal untuk steak', 'u w cocok untuk panggang untuk masakan indonesia', 'u w menu rumahan', 'u w untuk masakan indonesia', 'u w masakan nusantara']",u w . u w ideal untuk steak . u w cocok untuk panggang untuk masakan indonesia . u w menu rumahan . u w untuk masakan indonesia . u w masakan nusantara,u w|u w ideal untuk steak|u w cocok untuk panggang untuk masakan indonesia|u w menu rumahan|u w untuk masakan indonesia|u w masakan nusantara
101259, Cumi Flower 500 gr,500,0.5,1012590050,1012590050.0,1012590050 -  Cumi Flower 500 gr,101259,Seafood, Cumi Flower 500 gr,u w,"['u w cocok untuk tumis', 'u w', 'u w cocok untuk panggang', 'u w ideal untuk steak', 'u w cocok untuk grill', 'u w masakan nusantara']",u w cocok untuk tumis . u w . u w cocok untuk panggang . u w ideal untuk steak . u w cocok untuk grill . u w masakan nusantara,u w cocok untuk tumis|u w|u w cocok untuk panggang|u w ideal untuk steak|u w cocok untuk grill|u w masakan nusantara
100741, Cumi Ring 1000gr,1000,1.0,1007410100,1007410100.0,1007410100 -  Cumi Ring 1000gr,100741,Seafood, Cumi Ring 1000gr,u,"['u cocok untuk panggang', 'u untuk masakan indonesia', 'u', 'u cocok untuk tumis', 'u ideal untuk steak', 'u masakan nusantara']",u cocok untuk panggang . u untuk masakan indonesia . u . u cocok untuk tumis . u ideal untuk steak . u masakan nusantara,u cocok untuk panggang|u untuk masakan indonesia|u|u cocok untuk tumis|u ideal untuk steak|u masakan nusantara
100747, Cumi Ring 500gr,500,0.5,1007470050,1007470050.0,1007470050 -  Cumi Ring 500gr,100747,Seafood, Cumi Ring 500gr,u,"['u cocok untuk panggang', 'u untuk masakan indonesia', 'u', 'u menu rumahan', 'u ideal untuk steak untuk masakan indonesia', 'u masakan nusantara']",u cocok untuk panggang . u untuk masakan indonesia . u . u menu rumahan . u ideal untuk steak untuk masakan indonesia . u masakan nusantara,u cocok untuk panggang|u untuk masakan indonesia|u|u menu rumahan|u ideal untuk steak untuk masakan indonesia|u masakan nusantara
100740, Cumi Tube 1000 gr,1000,1.0,1007400100,1007400100.0,1007400100 -  Cumi Tube 1000 gr,100740,Seafood, Cumi Tube 1000 gr,u u,"['u u masakan nusantara', 'u u untuk masakan indonesia', 'u u', 'u u cocok untuk tumis', 'u u cocok untuk panggang', 'u u cocok untuk grill untuk masakan indonesia']",u u masakan nusantara . u u untuk masakan indonesia . u u . u u cocok untuk tumis . u u cocok untuk panggang . u u cocok untuk grill untuk masakan indonesia,u u masakan nusantara|u u untuk masakan indonesia|u u|u u cocok untuk tumis|u u cocok untuk panggang|u u cocok untuk grill untuk masakan indonesia
101233, CST Oxtail Lokal Premium PF 500 gr,500,0.5,1012330050,1012330050.0,1012330050 -  CST Oxtail Lokal Premium PF 500 gr,101233,Discontinue, CST Oxtail Lokal Premium PF 500 gr,s u,"['s u untuk masakan indonesia', 's u ideal untuk steak untuk masakan indonesia', 's u', 's u cocok untuk grill', 's u cocok untuk grill untuk masakan indonesia', 's u cocok untuk tumis']",s u untuk masakan indonesia . s u ideal untuk steak untuk masakan indonesia . s u . s u cocok untuk grill . s u cocok untuk grill untuk masakan indonesia . s u cocok untuk tumis,s u untuk masakan indonesia|s u ideal untuk steak untuk masakan indonesia|s u|s u cocok untuk grill|s u cocok untuk grill untuk masakan indonesia|s u cocok untuk tumis
100572, Daging  Ayam Giling 500 gr,500,0.5,1005720050,1005720050.0,1005720050 -  Daging  Ayam Giling 500 gr,100572, Ayam / Bebek, Daging  Ayam Giling 500 gr,,[''],,
100968, Daging Brisket Sandung Lamur 1 kg,1000,1.0,1009680100,1009680100.0,1009680100 -  Daging Brisket Sandung Lamur 1 kg,100968,Daging Utuh, Daging Brisket Sandung Lamur 1 kg,s s u u,"['s s u u masakan nusantara', 's s u u cocok untuk grill untuk masakan indonesia', 's s u u cocok untuk panggang', 's s u u untuk masakan indonesia', 's s u u', 's s u u menu rumahan']",s s u u masakan nusantara . s s u u cocok untuk grill untuk masakan indonesia . s s u u cocok untuk panggang . s s u u untuk masakan indonesia . s s u u . s s u u menu rumahan,s s u u masakan nusantara|s s u u cocok untuk grill untuk masakan indonesia|s s u u cocok untuk panggang|s s u u untuk masakan indonesia|s s u u|s s u u menu rumahan
101020, Daging Brisket Sandung Lamur 500 gr,500,0.5,1010200050,1010200050.0,1010200050 -  Daging Brisket Sandung Lamur 500 gr,101020,Daging Utuh, Daging Brisket Sandung Lamur 500 gr,s s u u,"['s s u u masakan nusantara', 's s u u cocok untuk grill', 's s u u cocok untuk panggang', 's s u u', 's s u u untuk masakan indonesia', 's s u u cocok untuk tumis']",s s u u masakan nusantara . s s u u cocok untuk grill . s s u u cocok untuk panggang . s s u u . s s u u untuk masakan indonesia . s s u u cocok untuk tumis,s s u u masakan nusantara|s s u u cocok untuk grill|s s u u cocok untuk panggang|s s u u|s s u u untuk masakan indonesia|s s u u cocok untuk tumis
101341, Daging Giling Value Choice 1000 gr,1000,1.0,1013410100,1013410100.0,1013410100 -  Daging Giling Value Choice 1000 gr,101341,Discontinue, Daging Giling Value Choice 1000 gr,u,"['u cocok untuk panggang', 'u untuk masakan indonesia', 'u', 'u cocok untuk tumis', 'u ideal untuk steak untuk masakan indonesia', 'u cocok untuk grill']",u cocok untuk panggang . u untuk masakan indonesia . u . u cocok untuk tumis . u ideal untuk steak untuk masakan indonesia . u cocok untuk grill,u cocok untuk panggang|u untuk masakan indonesia|u|u cocok untuk tumis|u ideal untuk steak untuk masakan indonesia|u cocok untuk grill
100201, Daging Giling Reguler 1000 gr,1000,1.0,1002010100,1002010100.0,1002010100 -  Daging Giling Reguler 1000 gr,100201,Daging Giling, Daging Giling Reguler 1000 gr,u,"['u untuk masakan indonesia', 'u', 'u cocok untuk tumis', 'u cocok untuk grill', 'u cocok untuk grill untuk masakan indonesia', 'u masakan nusantara']",u untuk masakan indonesia . u . u cocok untuk tumis . u cocok untuk grill . u cocok untuk grill untuk masakan indonesia . u masakan nusantara,u untuk masakan indonesia|u|u cocok untuk tumis|u cocok untuk grill|u cocok untuk grill untuk masakan indonesia|u masakan nusantara
100202, Daging Giling Reguler 500 gr,500,0.5,1002020050,1002020050.0,1002020050 -  Daging Giling Reguler 500 gr,100202,Daging Giling, Daging Giling Reguler 500 gr,u,"['u untuk masakan indonesia', 'u', 'u cocok untuk tumis', 'u ideal untuk steak untuk masakan indonesia', 'u ideal untuk steak', 'u cocok untuk grill']",u untuk masakan indonesia . u . u cocok untuk tumis . u ideal untuk steak untuk masakan indonesia . u ideal untuk steak . u cocok untuk grill,u untuk masakan indonesia|u|u cocok untuk tumis|u ideal untuk steak untuk masakan indonesia|u ideal untuk steak|u cocok untuk grill
100203, Daging Giling Spesial 1000 gr,1000,1.0,1002030100,1002030100.0,1002030100 -  Daging Giling Spesial 1000 gr,100203,Daging Giling, Daging Giling Spesial 1000 gr,s s,"['s s', 's s masakan nusantara', 's s ideal untuk steak', 's s menu rumahan', 's s cocok untuk grill', 's s untuk masakan indonesia']",s s . s s masakan nusantara . s s ideal untuk steak . s s menu rumahan . s s cocok untuk grill . s s untuk masakan indonesia,s s|s s masakan nusantara|s s ideal untuk steak|s s menu rumahan|s s cocok untuk grill|s s untuk masakan indonesia
100204, Daging Giling Spesial 500 gr,500,0.5,1002040050,1002040050.0,1002040050 -  Daging Giling Spesial 500 gr,100204,Daging Giling, Daging Giling Spesial 500 gr,s s,"['s s menu rumahan untuk masakan indonesia', 's s', 's s masakan nusantara', 's s cocok untuk grill', 's s untuk masakan indonesia', 's s cocok untuk tumis']",s s menu rumahan untuk masakan indonesia . s s . s s masakan nusantara . s s cocok untuk grill . s s untuk masakan indonesia . s s cocok untuk tumis,s s menu rumahan untuk masakan indonesia|s s|s s masakan nusantara|s s cocok untuk grill|s s untuk masakan indonesia|s s cocok untuk tumis
101516, Daging Giling Spesial Grass-Fed 500 gr,500,0.5,1015160050,1015160050.0,1015160050 -  Daging Giling Spesial Grass-Fed 500 gr,101516,Daging Giling, Daging Giling Spesial Grass-Fed 500 gr,s s ss,"['s s ss cocok untuk grill untuk masakan indonesia', 's s ss masakan nusantara', 's s ss', 's s ss ideal untuk steak untuk masakan indonesia', 's s ss untuk masakan indonesia', 's s ss ideal untuk steak']",s s ss cocok untuk grill untuk masakan indonesia . s s ss masakan nusantara . s s ss . s s ss ideal untuk steak untuk masakan indonesia . s s ss untuk masakan indonesia . s s ss ideal untuk steak,s s ss cocok untuk grill untuk masakan indonesia|s s ss masakan nusantara|s s ss|s s ss ideal untuk steak untuk masakan indonesia|s s ss untuk masakan indonesia|s s ss ideal untuk steak
101514, Daging Has Domba Bertulang Aus 500 gr,500,0.5,1015140050,1015140050.0,1015140050 -  Daging Has Domba Bertulang Aus 500 gr,101514,Daging Domba, Daging Has Domba Bertulang Aus 500 gr,s u us,"['s u us', 's u us cocok untuk grill', 's u us ideal untuk steak', 's u us untuk masakan indonesia', 's u us masakan nusantara', 's u us menu rumahan']",s u us . s u us cocok untuk grill . s u us ideal untuk steak . s u us untuk masakan indonesia . s u us masakan nusantara . s u us menu rumahan,s u us|s u us cocok untuk grill|s u us ideal untuk steak|s u us untuk masakan indonesia|s u us masakan nusantara|s u us menu rumahan
100208, CST Saikoro Meltique Astro 500 gr,500,0.5,1002080050,1002080050.0,1002080050 -  CST Saikoro Meltique Astro 500 gr,100208,Daging Utuh, CST Saikoro Meltique Astro 500 gr,s s u s,"['s s u s masakan nusantara', 's s u s untuk masakan indonesia', 's s u s ideal untuk steak', 's s u s cocok untuk panggang untuk masakan indonesia', 's s u s menu rumahan', 's s u s']",s s u s masakan nusantara . s s u s untuk masakan indonesia . s s u s ideal untuk steak . s s u s cocok untuk panggang untuk masakan indonesia . s s u s menu rumahan . s s u s,s s u s masakan nusantara|s s u s untuk masakan indonesia|s s u s ideal untuk steak|s s u s cocok untuk panggang untuk masakan indonesia|s s u s menu rumahan|s s u s
101180, Daging Has Paha Sapi 700 gr,700,0.7,1011800070,1011800070.0,1011800070 -  Daging Has Paha Sapi 700 gr,101180,Discontinue, Daging Has Paha Sapi 700 gr,s s,"['s s', 's s masakan nusantara', 's s ideal untuk steak', 's s menu rumahan', 's s untuk masakan indonesia', 's s cocok untuk tumis']",s s . s s masakan nusantara . s s ideal untuk steak . s s menu rumahan . s s untuk masakan indonesia . s s cocok untuk tumis,s s|s s masakan nusantara|s s ideal untuk steak|s s menu rumahan|s s untuk masakan indonesia|s s cocok untuk tumis
101490, Daging Has Paha Sapi Premium 1000 gr,1000,1.0,1014900100,1014900100.0,1014900100 -  Daging Has Paha Sapi Premium 1000 gr,101490,Daging Utuh, Daging Has Paha Sapi Premium 1000 gr,s s u,"['s s u masakan nusantara untuk masakan indonesia', 's s u masakan nusantara', 's s u cocok untuk panggang', 's s u untuk masakan indonesia', 's s u menu rumahan', 's s u']",s s u masakan nusantara untuk masakan indonesia . s s u masakan nusantara . s s u cocok untuk panggang . s s u untuk masakan indonesia . s s u menu rumahan . s s u,s s u masakan nusantara untuk masakan indonesia|s s u masakan nusantara|s s u cocok untuk panggang|s s u untuk masakan indonesia|s s u menu rumahan|s s u
101491, Daging Has Paha Sapi Premium 500 gr,500,0.5,1014910050,1014910050.0,1014910050 -  Daging Has Paha Sapi Premium 500 gr,101491,Daging Utuh, Daging Has Paha Sapi Premium 500 gr,s s u,"['s s u ideal untuk steak', 's s u masakan nusantara', 's s u ideal untuk steak untuk masakan indonesia', 's s u menu rumahan untuk masakan indonesia', 's s u untuk masakan indonesia', 's s u']",s s u ideal untuk steak . s s u masakan nusantara . s s u ideal untuk steak untuk masakan indonesia . s s u menu rumahan untuk masakan indonesia . s s u untuk masakan indonesia . s s u,s s u ideal untuk steak|s s u masakan nusantara|s s u ideal untuk steak untuk masakan indonesia|s s u menu rumahan untuk masakan indonesia|s s u untuk masakan indonesia|s s u
