SKU,Nama Barang,BERAT (GR),BERAT (KG),Barcode Number,UPC / Barcode Product,MANUAL DATA VALIDATION,SKU GPU,KATEGORI,raw_name,clean_name,aug_variants,augmented_text,aug_variants_str
101467, Picanha Steak AUS grade S End Cut 150 gr,150,0.15,1014670015,1014670015.0,1014670015 -  Picanha Steak AUS grade S End Cut 150 gr,101467,Daging Steak, Picanha Steak AUS grade S End Cut 150 gr,s us s u,"['s us s u cocok untuk grill', 's us s u menu rumahan', 's us s u ideal untuk steak untuk masakan indonesia', 's us s u cocok untuk panggang', 's us s u', 's us s u masakan nusantara untuk masakan indonesia']",s us s u cocok untuk grill . s us s u menu rumahan . s us s u ideal untuk steak untuk masakan indonesia . s us s u cocok untuk panggang . s us s u . s us s u masakan nusantara untuk masakan indonesia,s us s u cocok untuk grill|s us s u menu rumahan|s us s u ideal untuk steak untuk masakan indonesia|s us s u cocok untuk panggang|s us s u|s us s u masakan nusantara untuk masakan indonesia
101468, Picanha Steak AUS grade S End Cut 180 gr,180,0.18,1014680018,1014680018.0,1014680018 -  Picanha Steak AUS grade S End Cut 180 gr,101468,Daging Steak, Picanha Steak AUS grade S End Cut 180 gr,s us s u,"['s us s u cocok untuk tumis', 's us s u menu rumahan', 's us s u cocok untuk panggang', 's us s u ideal untuk steak', 's us s u untuk masakan indonesia', 's us s u']",s us s u cocok untuk tumis . s us s u menu rumahan . s us s u cocok untuk panggang . s us s u ideal untuk steak . s us s u untuk masakan indonesia . s us s u,s us s u cocok untuk tumis|s us s u menu rumahan|s us s u cocok untuk panggang|s us s u ideal untuk steak|s us s u untuk masakan indonesia|s us s u
101469, Picanha Steak AUS grade S End Cut 200 gr,200,0.2,1014690020,1014690020.0,1014690020 -  Picanha Steak AUS grade S End Cut 200 gr,101469,Daging Steak, Picanha Steak AUS grade S End Cut 200 gr,s us s u,"['s us s u cocok untuk grill', 's us s u masakan nusantara', 's us s u cocok untuk panggang', 's us s u menu rumahan untuk masakan indonesia', 's us s u', 's us s u cocok untuk panggang untuk masakan indonesia']",s us s u cocok untuk grill . s us s u masakan nusantara . s us s u cocok untuk panggang . s us s u menu rumahan untuk masakan indonesia . s us s u . s us s u cocok untuk panggang untuk masakan indonesia,s us s u cocok untuk grill|s us s u masakan nusantara|s us s u cocok untuk panggang|s us s u menu rumahan untuk masakan indonesia|s us s u|s us s u cocok untuk panggang untuk masakan indonesia
101460, Picanha Steak Wagyu Mb 5 Aus 100 gr,100,0.1,1014600010,1014600010.0,1014600010 -  Picanha Steak Wagyu Mb 5 Aus 100 gr,101460,Daging Premium, Picanha Steak Wagyu Mb 5 Aus 100 gr,s w u us,"['s w u us cocok untuk tumis', 's w u us cocok untuk panggang untuk masakan indonesia', 's w u us untuk masakan indonesia', 's w u us', 's w u us masakan nusantara untuk masakan indonesia', 's w u us menu rumahan']",s w u us cocok untuk tumis . s w u us cocok untuk panggang untuk masakan indonesia . s w u us untuk masakan indonesia . s w u us . s w u us masakan nusantara untuk masakan indonesia . s w u us menu rumahan,s w u us cocok untuk tumis|s w u us cocok untuk panggang untuk masakan indonesia|s w u us untuk masakan indonesia|s w u us|s w u us masakan nusantara untuk masakan indonesia|s w u us menu rumahan
101461, Picanha Steak Wagyu Mb 5 Aus 120 gr,120,0.12,1014610012,1014610012.0,1014610012 -  Picanha Steak Wagyu Mb 5 Aus 120 gr,101461,Daging Premium, Picanha Steak Wagyu Mb 5 Aus 120 gr,s w u us,"['s w u us cocok untuk grill', 's w u us menu rumahan', 's w u us untuk masakan indonesia', 's w u us masakan nusantara', 's w u us', 's w u us ideal untuk steak']",s w u us cocok untuk grill . s w u us menu rumahan . s w u us untuk masakan indonesia . s w u us masakan nusantara . s w u us . s w u us ideal untuk steak,s w u us cocok untuk grill|s w u us menu rumahan|s w u us untuk masakan indonesia|s w u us masakan nusantara|s w u us|s w u us ideal untuk steak
101458, Picanha Steak Wagyu Mb 5 Aus 150 gr,150,0.15,1014580015,1014580015.0,1014580015 -  Picanha Steak Wagyu Mb 5 Aus 150 gr,101458,Daging Premium, Picanha Steak Wagyu Mb 5 Aus 150 gr,s w u us,"['s w u us cocok untuk grill untuk masakan indonesia', 's w u us untuk masakan indonesia', 's w u us cocok untuk tumis untuk masakan indonesia', 's w u us', 's w u us masakan nusantara', 's w u us ideal untuk steak']",s w u us cocok untuk grill untuk masakan indonesia . s w u us untuk masakan indonesia . s w u us cocok untuk tumis untuk masakan indonesia . s w u us . s w u us masakan nusantara . s w u us ideal untuk steak,s w u us cocok untuk grill untuk masakan indonesia|s w u us untuk masakan indonesia|s w u us cocok untuk tumis untuk masakan indonesia|s w u us|s w u us masakan nusantara|s w u us ideal untuk steak
101455, Picanha Steak Wagyu Mb 5 Aus 180 gr,180,0.18,1014550018,1014550018.0,1014550018 -  Picanha Steak Wagyu Mb 5 Aus 180 gr,101455,Daging Premium, Picanha Steak Wagyu Mb 5 Aus 180 gr,s w u us,"['s w u us cocok untuk tumis', 's w u us ideal untuk steak untuk masakan indonesia', 's w u us cocok untuk grill untuk masakan indonesia', 's w u us untuk masakan indonesia', 's w u us', 's w u us ideal untuk steak']",s w u us cocok untuk tumis . s w u us ideal untuk steak untuk masakan indonesia . s w u us cocok untuk grill untuk masakan indonesia . s w u us untuk masakan indonesia . s w u us . s w u us ideal untuk steak,s w u us cocok untuk tumis|s w u us ideal untuk steak untuk masakan indonesia|s w u us cocok untuk grill untuk masakan indonesia|s w u us untuk masakan indonesia|s w u us|s w u us ideal untuk steak
101456, Picanha Steak Wagyu Mb 5 Aus 200 gr,200,0.2,1014560020,1014560020.0,1014560020 -  Picanha Steak Wagyu Mb 5 Aus 200 gr,101456,Daging Premium, Picanha Steak Wagyu Mb 5 Aus 200 gr,s w u us,"['s w u us cocok untuk tumis', 's w u us cocok untuk grill', 's w u us cocok untuk grill untuk masakan indonesia', 's w u us untuk masakan indonesia', 's w u us', 's w u us menu rumahan untuk masakan indonesia']",s w u us cocok untuk tumis . s w u us cocok untuk grill . s w u us cocok untuk grill untuk masakan indonesia . s w u us untuk masakan indonesia . s w u us . s w u us menu rumahan untuk masakan indonesia,s w u us cocok untuk tumis|s w u us cocok untuk grill|s w u us cocok untuk grill untuk masakan indonesia|s w u us untuk masakan indonesia|s w u us|s w u us menu rumahan untuk masakan indonesia
101457, Picanha Steak Wagyu Mb 5 Aus 230 gr,230,0.23,1014570023,1014570023.0,1014570023 -  Picanha Steak Wagyu Mb 5 Aus 230 gr,101457,Daging Premium, Picanha Steak Wagyu Mb 5 Aus 230 gr,s w u us,"['s w u us cocok untuk tumis', 's w u us menu rumahan untuk masakan indonesia', 's w u us cocok untuk panggang', 's w u us untuk masakan indonesia', 's w u us', 's w u us ideal untuk steak']",s w u us cocok untuk tumis . s w u us menu rumahan untuk masakan indonesia . s w u us cocok untuk panggang . s w u us untuk masakan indonesia . s w u us . s w u us ideal untuk steak,s w u us cocok untuk tumis|s w u us menu rumahan untuk masakan indonesia|s w u us cocok untuk panggang|s w u us untuk masakan indonesia|s w u us|s w u us ideal untuk steak
101459, Picanha Steak Wagyu Mb 5 Aus 80 gr,80,0.08,101459008,1014590008.0,101459008 -  Picanha Steak Wagyu Mb 5 Aus 80 gr,101459,Daging Premium, Picanha Steak Wagyu Mb 5 Aus 80 gr,s w u us,"['s w u us cocok untuk tumis', 's w u us cocok untuk grill', 's w u us cocok untuk panggang', 's w u us untuk masakan indonesia', 's w u us', 's w u us menu rumahan untuk masakan indonesia']",s w u us cocok untuk tumis . s w u us cocok untuk grill . s w u us cocok untuk panggang . s w u us untuk masakan indonesia . s w u us . s w u us menu rumahan untuk masakan indonesia,s w u us cocok untuk tumis|s w u us cocok untuk grill|s w u us cocok untuk panggang|s w u us untuk masakan indonesia|s w u us|s w u us menu rumahan untuk masakan indonesia
101260, Daging Rendang Potong 1 kg,1000,1.0,1012600100,1012600100.0,1012600100 -  Daging Rendang Potong 1 kg,101260,Daging Potong, Daging Rendang Potong 1 kg,,[''],,
101413, Daging Rendang Potong 250 gr,250,0.25,1014130025,1014130025.0,1014130025 -  Daging Rendang Potong 250 gr,101413,Daging Potong, Daging Rendang Potong 250 gr,,[''],,
101261, Daging Rendang Potong 500 gr,500,0.5,1012610050,1012610050.0,1012610050 -  Daging Rendang Potong 500 gr,101261,Daging Potong, Daging Rendang Potong 500 gr,,[''],,
101237, Ribeye Aus Steak Da14 150 gr,150,0.15,1012370015,1012370015.0,1012370015 -  Ribeye Aus Steak Da14 150 gr,101237,Daging Premium, Ribeye Aus Steak Da14 150 gr,us s,"['us s', 'us s cocok untuk grill untuk masakan indonesia', 'us s menu rumahan', 'us s cocok untuk panggang', 'us s cocok untuk grill', 'us s ideal untuk steak']",us s . us s cocok untuk grill untuk masakan indonesia . us s menu rumahan . us s cocok untuk panggang . us s cocok untuk grill . us s ideal untuk steak,us s|us s cocok untuk grill untuk masakan indonesia|us s menu rumahan|us s cocok untuk panggang|us s cocok untuk grill|us s ideal untuk steak
101238, Ribeye Aus Steak Da14 170 gr,170,0.17,1012380017,1012380017.0,1012380017 -  Ribeye Aus Steak Da14 170 gr,101238,Daging Premium, Ribeye Aus Steak Da14 170 gr,us s,"['us s', 'us s cocok untuk tumis', 'us s cocok untuk tumis untuk masakan indonesia', 'us s untuk masakan indonesia', 'us s cocok untuk grill', 'us s ideal untuk steak']",us s . us s cocok untuk tumis . us s cocok untuk tumis untuk masakan indonesia . us s untuk masakan indonesia . us s cocok untuk grill . us s ideal untuk steak,us s|us s cocok untuk tumis|us s cocok untuk tumis untuk masakan indonesia|us s untuk masakan indonesia|us s cocok untuk grill|us s ideal untuk steak
101340, Ribeye Aus Steak Da14 200 gr,200,0.2,1013400020,1013400020.0,1013400020 -  Ribeye Aus Steak Da14 200 gr,101340,Daging Premium, Ribeye Aus Steak Da14 200 gr,us s,"['us s', 'us s cocok untuk tumis', 'us s cocok untuk panggang untuk masakan indonesia', 'us s ideal untuk steak untuk masakan indonesia', 'us s cocok untuk grill', 'us s ideal untuk steak']",us s . us s cocok untuk tumis . us s cocok untuk panggang untuk masakan indonesia . us s ideal untuk steak untuk masakan indonesia . us s cocok untuk grill . us s ideal untuk steak,us s|us s cocok untuk tumis|us s cocok untuk panggang untuk masakan indonesia|us s ideal untuk steak untuk masakan indonesia|us s cocok untuk grill|us s ideal untuk steak
101239, Ribeye Aus Steak Da14 250 gr,250,0.25,1012390025,1012390025.0,1012390025 -  Ribeye Aus Steak Da14 250 gr,101239,Daging Premium, Ribeye Aus Steak Da14 250 gr,us s,"['us s', 'us s untuk masakan indonesia', 'us s cocok untuk grill untuk masakan indonesia', 'us s menu rumahan', 'us s masakan nusantara untuk masakan indonesia', 'us s cocok untuk panggang']",us s . us s untuk masakan indonesia . us s cocok untuk grill untuk masakan indonesia . us s menu rumahan . us s masakan nusantara untuk masakan indonesia . us s cocok untuk panggang,us s|us s untuk masakan indonesia|us s cocok untuk grill untuk masakan indonesia|us s menu rumahan|us s masakan nusantara untuk masakan indonesia|us s cocok untuk panggang
100554, Ribeye Meltique Steak 1000 gr,1000,1.0,1005540100,1005540100.0,1005540100 -  Ribeye Meltique Steak 1000 gr,100554,Daging Steak Meltique, Ribeye Meltique Steak 1000 gr,u s,"['u s cocok untuk panggang untuk masakan indonesia', 'u s untuk masakan indonesia', 'u s', 'u s ideal untuk steak untuk masakan indonesia', 'u s cocok untuk panggang', 'u s ideal untuk steak']",u s cocok untuk panggang untuk masakan indonesia . u s untuk masakan indonesia . u s . u s ideal untuk steak untuk masakan indonesia . u s cocok untuk panggang . u s ideal untuk steak,u s cocok untuk panggang untuk masakan indonesia|u s untuk masakan indonesia|u s|u s ideal untuk steak untuk masakan indonesia|u s cocok untuk panggang|u s ideal untuk steak
100552, Ribeye Meltique Steak 200 gr,200,0.2,1005520020,1005520020.0,1005520020 -  Ribeye Meltique Steak 200 gr,100552,Daging Steak Meltique, Ribeye Meltique Steak 200 gr,u s,"['u s cocok untuk grill untuk masakan indonesia', 'u s menu rumahan', 'u s masakan nusantara', 'u s cocok untuk panggang untuk masakan indonesia', 'u s', 'u s ideal untuk steak']",u s cocok untuk grill untuk masakan indonesia . u s menu rumahan . u s masakan nusantara . u s cocok untuk panggang untuk masakan indonesia . u s . u s ideal untuk steak,u s cocok untuk grill untuk masakan indonesia|u s menu rumahan|u s masakan nusantara|u s cocok untuk panggang untuk masakan indonesia|u s|u s ideal untuk steak
100553, Ribeye Meltique Steak 400 gr,400,0.4,1005530040,1005530040.0,1005530040 -  Ribeye Meltique Steak 400 gr,100553,Daging Steak Meltique, Ribeye Meltique Steak 400 gr,u s,"['u s cocok untuk tumis', 'u s untuk masakan indonesia', 'u s', 'u s masakan nusantara untuk masakan indonesia', 'u s ideal untuk steak untuk masakan indonesia', 'u s cocok untuk panggang']",u s cocok untuk tumis . u s untuk masakan indonesia . u s . u s masakan nusantara untuk masakan indonesia . u s ideal untuk steak untuk masakan indonesia . u s cocok untuk panggang,u s cocok untuk tumis|u s untuk masakan indonesia|u s|u s masakan nusantara untuk masakan indonesia|u s ideal untuk steak untuk masakan indonesia|u s cocok untuk panggang
